Devis_ID	Unité	Client	Type_Travail	Montant_HT	Coefficient	Numéro_OA	Count_OA	Statut	État	Description	Date_RFQ	Acheteur
PI24489	SIAC	Boissons du Cameroun	Reparation	135000	1.3	3488931	1	Terminé	Closed	Maintenance 3 onduleurs 	2024-08-20	Christel TCHATO
PI24490	SEMC	SEMC	Fourniture	9763065	1.3	Lost	0	Terminé	Closed	ONDULEUR BAIE INFORMATIQUE EN PANNE	2024-08-19	Jean Bossango
PI24491	DIXSTONE	Dixstone Operations Cameroun	Fourniture	1267645	1.4	3303001736	1	Terminé	Closed	Detection (Addressable)	2024-08-21	Alex Amoutse
PI24492	DIXSTONE	Dixstone Operations Cameroun	Fourniture	505600	1.6	Lost	0	Terminé	Closed	BOAT DECK LIGHT SEALED BEAM, WATERPROOF S2R 24V 75/55W	2024-08-21	Alex Amoutse
PI24493	SABC_Koumassi	Boissons du Cameroun	Fourniture	6915244	1.4	Lost	0	Terminé	Closed	ACHAT INVERSEUR AUTOMATIQUE 1000KVA POUR GROUPE ELECTROGENE DU SIEGE	2024-08-21	Jean Bossango
PI24494	SABC_Ndokoti	Boissons du Cameroun	Installation	652000	1.57	3470004	1	Terminé	Closed	PROJET NOUVELLE CIP	2024-08-21	François Atangana
PI24495	SABC_Ndokoti	Boissons du Cameroun	Fourniture	526500	1.3	Lost	0	Terminé	Closed	DEPLACEMENT COFFRET	2024-08-22	François Atangana
PI24496	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	9627112	1.33	Lost	0	Terminé	Closed	Fourniture du materiel et installation coffret nouvelle fosse sous-sol brassage	2024-08-21	Clément Tientcheu
PI24497	SABC_Garoua	Boissons du Cameroun	Fourniture	1306800	1.3	3468848	1	Terminé	Closed	(FLUKE 715) BESOINS OUTILS ATELIERS ELECTRIQUE ET CAISSES POUR NOUVEAUX ELECTRICIENS	2024-08-22	Jean Bossango
PI24498	SABC_Garoua	Boissons du Cameroun	Fourniture	8254464	1.4	Lost	0	Terminé	Closed	BESOINS OUTILS ATELIERS ELECTRIQUE ET CAISSES POUR NOUVEAUX ELECTRICIENS	2024-08-22	Jean Bossango
PI24499	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1422000	1.5	Lost	0	Annulé	Closed	Etude et mise en service séquenceur décolmateur moulin	2024-08-24	Judiscael YONKEU HEKOUA
PI24500	DIXSTONE	Dixstone Operations Cameroun	Fourniture	2562300	1.3	Lost	0	Terminé	Closed	Pressure Test Bay - Vidéo Surveillance System	2024-08-26	Alex Amoutse
PI24501	SABC_Bafoussam	Boissons du Cameroun	Fourniture	1099228	1.3	Lost	0	Terminé	Closed	Module migration Micro BOX	2024-08-26	Rosine Kati
PI24502	SABC_Yaounde	Boissons du Cameroun	Fourniture_Pose	17085456	1.44	3485458	1	Terminé	Closed	Protection foudre en zone ATEX	2024-08-23	Rosine Kati
PI24503	SABC_Bafoussam	Boissons du Cameroun	Fourniture	13183274	3.43	Lost	0	Terminé	Closed	DEMANDE D'OFFRE POUR 60 GAMELLES POUR ECLAIRAGE NOUVELLE LIGNE 7 BAFOUSSAM	2024-08-26	Hassan FOUAPON KOUOTOU
PI24504	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	828500	1.3	Lost	0	Terminé	Closed	remplacement câble d'alimentation armoire MEURA à la Meunerie	2024-08-25	Joseph DJIEUBOU 
PI24505	SABC_Yaounde	Boissons du Cameroun	Fourniture	785550	1.3	Lost	0	Terminé	Closed	commande matériel électrique S34 projet siolos Yaoundé 	2024-08-27	Rosine Kati
PI24506	SABC_Koumassi	Boissons du Cameroun	Installation	1278800	1.3	Lost	0	Terminé	Closed	configuration du controller C200	2024-08-23	
PI24507	SEMC	SEMC	Fourniture	304112	1.3	3472919	1	Terminé	Closed	CDE GARNITURES ET FLOTTEURS POUR REMEDIER AU PROBLEME DE REGULATION	2024-08-28	Jean Bossango
PI24508	SABC_Yaounde	Boissons du Cameroun	Fourniture	1092171	1.5	Lost	0	Terminé	Closed	BESOIN DE 200M DE CABLE POUR LE DEPLACEMENT DES SIRENES DES CHAMBRES 	2024-08-28	Cedric NGAKAM
PI24509	SABC_Yaounde	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	Câble d'alimentation pompe fosse	2024-08-28	Rosine Kati
PI24510	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	3408000	1.3	Lost	0	Terminé	Closed	éclairage mezzanine MPR	2024-08-27	Iris Dkouam
PI24511	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	533400	1.3	Lost	0	Terminé	Closed	mise en fonctionnement noocturne des 4 pompes des fosses septiques	2024-08-27	Basile DONNANG DONGMO
PI24512	SOCAPALM_Eseka	SOCAPALM		19993038	1.46	Lost	0	Terminé	Closed	Installation armoire pompe alimentaire	2024-08-29	Emmanuel Biyong
PI24513	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	15454680	1.64	315/2024	1	Terminé	Closed	Installation nouvelle armoire chaudière 1	2024-08-29	
PI24514	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	1473314	1.6	3473294	1	Terminé	Closed	ACHAT CARTE EXTENSION ET 200M AUTOMATE SIEMENS	2024-09-02	Thierry Ekendjoum
PI24515	SABC_Yaounde	Boissons du Cameroun	Fourniture	6786728	1.3	Lost	0	Terminé	Closed	DP MATERIEL POUR DEVIATION CHEMIN DE CABLES POUR INSTALLATION NOUVEAUX TBF FILTRATION YAOUNDE	2024-09-02	Rosine Kati
PI24516	SIAC	Boissons du Cameroun	Fourniture_Pose	835000	1.3	Lost	0	Terminé	Closed	Fourniture Onduleur	2024-09-02	Christel TCHATO
PI24517	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	7227889	1.56	Lost	0	Terminé	Closed	DCC 2408-25  /Supply & Inst. of three (3) Aviation Lamps - ELECTRICAL	2024-09-03	Benjamin N. Eteh
PI24518	SABC_Koumassi	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	PR SECURITE bache de stockage CO2	2024-09-04	Jean Bossango
PI24519	SABC_Koumassi	Boissons du Cameroun	Fourniture	1225600	1.6	Lost	0	Terminé	Closed	Chasse aux fuites d'air	2024-09-04	Jean Bossango
PI24512A	SOCAPALM_Eseka	SOCAPALM		23622195	1.3	Lost	0	Terminé	Closed	Installation armoire pompe alimentaire, demarrage progressif	2024-08-30	Emmanuel Biyong
PI24520	SABC_Koumassi	Boissons du Cameroun	Fourniture	575700	1.5	3472042	1	Terminé	Closed	TESTEUR POUR NOUVEAUX ELECTRICIENS ET REMPLACEMENT CEUX HS	2024-09-04	Jean Bossango
PI24521	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	22418650	1.32	Lost	0	Terminé	Closed	Rehabilitation of Lighting at Living Area and Plant	2024-09-04	Benjamin N. Eteh
PI24522	SABC_Koumassi	Boissons du Cameroun	Fourniture	0	1.3	Lost	0	Terminé	Closed	Pour intervention des Electriciens dans les coffrets Electrique	2024-09-05	Jean Bossango
PI24523	SABC_Yaounde	Boissons du Cameroun	Fourniture_Pose	0	1.3	3504603	1	Terminé	Closed	installation éclairage en zone ATEX	2024-08-23	Rosine Kati
PI24524	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	2417576	1.4	CM40006680	1	Terminé	Closed	DCC 2409-03 /Few items of INSTRUMENTATION	2024-09-06	Benjamin N. Eteh
PI24525	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	1260000	3.5	Lost	0	Terminé	Closed	DEMMANDE OFFRE POUR TRAVAUX DE LA REVISION ANNUELLE ELECTRIQUES EN CHAINE 4  SEQUENCE 1 PREVUS DU 09/09 AU 14/09/2024 DI219737	2024-09-06	Michel Kenmoe
PI24526	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	1050000	3.5	Lost	0	Terminé	Closed	DEMMANDE OFFRE POUR TRAVAUX DE LA REVISION ANNUELLE ELECTRIQUES EN CHAINE 4  SEQUENCE 1 PREVUS DU 09/09 AU 14/09/2024 DI219738	2024-09-06	Michel Kenmoe
PI24527	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	1050000	3.5	3476395	1	Terminé	Closed	DEMMANDE OFFRE POUR TRAVAUX DE LA REVISION ANNUELLE ELECTRIQUES EN CHAINE 4  SEQUENCE 1 PREVUS DU 09/09 AU 14/09/2024 DI219739	2024-09-06	Michel Kenmoe
PI24528	SOCAPALM_Eseka	SOCAPALM	Fourniture_Pose	5700000	1.9	Lost	0	Terminé	Closed	Mise a jour et certification centrale d'energie Eneo	2024-09-05	Emmanuel Biyong
PI24529	SIAC	Boissons du Cameroun	Reparation	770000	2	3488946	1	Terminé	Closed	Maintenance préventive des onduleurs SIAC	2024-09-07	Christel TCHATO
PI24530	SABC_Bafoussam	Boissons du Cameroun	Fourniture	7714000	1.52	Lost	0	Terminé	Closed	REMPLACEMENT DU CABLE DEFECTUEUX ALIMENTATION MEUNERIE	2024-09-09	Cedric NGAKAM
PI24531	SABC_Ndokoti	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	PDS POUR AFFICHAGE VALEUR TEMPERATURE PISETTE ET RESERVOIR	2024-09-09	Jean Bossango
PI24532	SCDP Depot de Bessengue	SCDP	Fourniture_Pose	7200000	1.7	Lost	0	Terminé	Closed	REMISE EN SERVICE DE L'ONDULEUR 10KVA A LA SALLE DE CONTROLE DE VIDEOSURVEILLANCE AU DEPOT SCDP DE BESSENGUE	2024-09-10	Florent Abono
PI24533	SABC_Ndokoti	Boissons du Cameroun	Fourniture	77663040	1.4	Lost	0	Terminé	Closed	TRAVAUX D'INSTALLATION DES EXTRACTEURS DE CHALEUR EN ZONE DE PRODUCTION	2024-09-10	Jean Bossango
PI24534	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	14096700	1.34	Lost	0	Terminé	Closed	Consultation Pour Fourniture et Pose de trois Onduleurs 20KVA tri/tri à SABC Usine de KOUMASSI	2024-09-11	Iris Dkouam
PI24535	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	14096700	1.34	Lost	0	Terminé	Closed	Consultation Pour Fourniture et Pose de trois Onduleurs 20KVA tri/tri à SABC Usine de KOUMASSI	2024-09-11	Iris Dkouam
PI24536	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	14239700	1.34	Lost	0	Terminé	Closed	Consultation Pour Fourniture et Pose de trois Onduleurs 20KVA tri/tri à SABC Usine de KOUMASSI	2024-09-11	Iris Dkouam
PI24537	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	294736	2.6	CM42009173	1	Terminé	Closed	Supply and Installation of DOORBELLS at STORE	2024-09-11	Lambi Mandjeck
PI24538	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture	3505265	1.25	CM40006672	1	Terminé	Closed	Few items for ELECTRICAL	2024-09-12	Benjamin N. Eteh
PI24539	SABC_Koumassi	Boissons du Cameroun	Fourniture	198800	1.4	Lost	0	Terminé	Closed	PR SECURITE POUR REMPLACER CABLE HS CONNECTION CONSOL-API	2024-09-11	Jean Bossango
PI24540	SABC_Yaounde	Boissons du Cameroun	Fourniture	1224000	1.3	3473586	1	Terminé	Closed	DEMANDE D'OFFRE POUR MATERIEL PROJETS YAOUNDE - S27	2024-09-13	Rosine Kati
PI24541	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	3755520	1.6	3473095	1	Terminé	Closed	INTERRUPTEUR FIN DE COURSE	2024-09-13	Philemon SANDJONG TCHAZOU 
PI24541-A	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	175000	3.5	3476395	1	Terminé	Closed	Travaux de la revision annuelle  électrique en chaine 4 sequence 1 prevue le 15/9	2024-08-29	Michel Kenmoe
PI24542	SABC_Bafoussam	Boissons du Cameroun	Placement_RH	175000	3.5	Lost	0	Terminé	Closed	DEMANDE OFFRE POUR TRAVAUX DE LA REVISION ANNUELLE ELECTRIQUES EN CHAINE 4  SEQUENCE 1 PREVUS DU 09/09 AU 14/09/2024 DI219739	2024-09-14	
PI24543	PAK	PORT AUTONOME DE KRIBI	Installation	0	1	Lost	0	Annulé	Closed	Configuration communication compteurs d'energie	2024-09-14	
PI24544	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1097523	1.5	CM40006672	1	Terminé	Closed	Carte de communication profinet côté variateur groupe froid AXIMA NDOKOT	2024-09-16	Jean Bossango
PI24545	SCDP Depot de Bessengue	SCDP	Fourniture_Pose	2370000	1.53	2024000506	1	Terminé	Closed	REHABILITATION DES PROJECTEURS DES MIRADORS DU DEP£OT SCDP BESSENGUE	2024-09-15	Francois OUNKAP
PI24546	HBO_Clients	HBO	Fourniture_Pose	7185480	1.62	Lost	0	Terminé	Closed	Eclairage Architectural Facade Hotel (Fredy Emah)	2024-09-01	Brice Nyasse
PI24547	DIXSTONE	Dixstone Operations Cameroun	Fourniture	286000	1.3	Lost	0	Terminé	Closed	FIRE EXTINGUISHER FOAM AB-TYPE, WATER CAPACITY 9LTR	2024-09-18	Alex Amoutse
PI24548	DIXSTONE	Dixstone Operations Cameroun	Fourniture	204439	1.3	Lost	0	Terminé	Closed	DECK/ ACETYLENE/OXYGENE CYLINERS SERVICE	2024-09-18	Alex Amoutse
PI24549	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	500000	1	Lost	0	Terminé	Closed	PROPOSITION DE DEMANTELEMENT DU BATIMENT SALLE DE REUNION MAINTENANCE	2024-09-17	François Atangana
PI24550	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	300000	1	Lost	0	Terminé	Closed	PROPOSITION DEMANTELEMENT DU BATIMENT SALLE DE REUNION MAINTENANCE	2024-09-17	François Atangana
PI24551	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	4490009	2.1	3497112	1	Terminé	Closed	ALIMENATION EN ECLAIRAGE DE L'EXTENSION DE L'ANCIEN MAGASIN MPC	2024-09-17	François Atangana
PI24552	SABC_Ndokoti	Boissons du Cameroun	Fourniture_Pose	9601443	1.49	Lost	0	Terminé	Closed	DEMANTELEMENT DU SITE ET ALIMENTATION EN ECLAIRAGE DU NOUVEAU MAGASIN MPC	2024-09-17	François Atangana
PI24553	SABC_Koumassi	Boissons du Cameroun	Fourniture	5760000	1.6	Lost	0	Terminé	Closed	FUSIBLE MT FUSARC CF-24/40 24KV 40A	2024-09-20	Jean Bossango
PI24554	SABC_Koumassi	Boissons du Cameroun	Fourniture	0	1	Lost	0	Annulé	Closed	FUSIBLE MT FUSARC CF-24/80 24KV 80A	2024-09-20	
PI24555	DIXSTONE	Dixstone Operations Cameroun	Fourniture	2464000	1.6	Lost	0	Terminé	Closed	Navigation Lamps E 26 , 60 W , 22	2024-09-19	Alex Amoutse
PI24556	SABC_Koumassi	Boissons du Cameroun	Fourniture	8657600	1.4	Lost	0	Terminé	Closed	CABLES POUR ENTRETIEN MOTEURS ET RESOLUTION NON CONFORMITE ELECTRIQUE CONDITIONNEMENT	2024-09-18	Jean Bossango
PI24557	SABC_Ndokoti	Boissons du Cameroun	Fourniture	490420	1.4	Lost	0	Terminé	Closed	PDR pour pilotage des variateurs	2024-09-18	Jean Bossango
PI24558	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	3128178	1.32	Lost	0	Terminé	Closed	travaux asservissement bac à soude brassage	2024-09-18	Clément Tientcheu
PI24559	SABC_Yaounde	Boissons du Cameroun	Installation	2800000	1.3	3476478	1	Terminé	Closed	configuration carte Profibus Tsx PBY100 sur PL7PRO de TSX PREMIUM dans le programme convoyeurs de bouteille Yaoundé chaine5	2024-09-13	Rosine Kati
PI24560	SABC_Ndokoti	Boissons du Cameroun	Fourniture	650000	1.3	Lost	0	Terminé	Closed	POUR ASSERVISSEMENT POMPE SOUDE A LA 
STATION CIP MIXTE	2024-09-24	Jean Bossango
PI24561	SOCAVER	Societe Camerounaise des Verrieries	Metrologie	1978000	2.15	3481309	1	Terminé	Closed	Etalonnage et Verification des compteur d'eau	2024-09-16	Thierry Ekendjoum
PI24562	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	16250160	1.27	Lost	0	Terminé	Closed	Living area New Office building	2024-09-24	Benjamin N. Eteh
PI24563	SABC_Yaounde	Boissons du Cameroun	Fourniture_Pose	1498800	1.27	Lost	0	Terminé	Closed	METTRE EN ETAT LE COFFRET DE DISTRIBUTION ET PRISES DE COURANT EN FILTRATION	2024-09-24	Christian MBOGOS MBA
PI24564	SABC_Yaounde	Boissons du Cameroun	Fourniture_Pose	2451050	1.34	Lost	0	Terminé	Closed	MISE EN CONFORMITE LE COFFRET ECLAIRAGE MAGASIN PRODUITS MU	2024-09-24	Christian MBOGOS MBA
PI24565	SOCAVER	Societe Camerounaise des Verrieries	Fourniture	1886640	1.5	Lost	0	Terminé	Closed	appareil de cerclage et soudage des feuillard PEHD	2024-09-24	Philemon SANDJONG TCHAZOU 
PI24566	SABC_Yaounde	Boissons du Cameroun	Fourniture	2029250	1.5	Lost	0	Terminé	Closed	fourniture projecteur et barrette de domino de 16	2024-09-25	
PI24567	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	831000	1.54	Regul	1	Terminé	Closed	Remplacement repartiteur (sans disjoncteur differentiel)	2024-09-19	Clément Tientcheu
PI24568	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1202900	1.51	Lost	0	Terminé	Closed	Remplacement repartiteur	2024-09-19	Clément Tientcheu
PI24569	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	0	1	Lost	0	Annulé	Closed	maiintenance des posteset MT	2024-09-25	Joseph DJIEUBOU 
PI24570	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	80000	2	Lost	0	Terminé	Closed	Supply and installation of LED 1.20 light fittings HEAD OFFICE	2024-09-25	Lambi Mandjeck
PI24571	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	483600	1.95	Lost	0	Terminé	Closed	Supply and installation of Industrial fans (STORE, HEAD OFFICE, BIKE PARKING, SPEED APRO)	2024-09-25	Lambi Mandjeck
PI24572	SEMC	SEMC	Fourniture	12264169	1.45	Lost	0	Terminé	Closed	Appareil de mesure & CENTRALE DE MESURE	2024-10-01	Jean Bossango
PI24573	SEMC	SEMC	Fourniture_Pose	0	1.3	Lost	0	Terminé	Closed	Travaux de réamenagement ancienne infirmerie en bureau lot électricité	2024-09-23	Fred Ewande Abdou
PI24574	SEMC	SEMC	Fourniture_Pose	461500	1.3	Lost	0	Terminé	Closed	Travaux de réamenagement ancienne infirmerie en bureau lot climatisation	2024-09-23	Fred Ewande Abdou
PI24575	SABC_Koumassi	Boissons du Cameroun	Fourniture	120549766	1.53	Lost	0	Terminé	Closed	REAPPROVISIONNEMENT CONSOMMABLES ET ACCESSOIRES ELECTRIQUES	2024-09-27	Jean Bossango
PI24576	SABC_Koumassi	Boissons du Cameroun	Fourniture	824576	1.6	Lost	0	Terminé	Closed	Pour Prise et Mesure Intensité éclairage des Locaux et Bureaux Usine	2024-09-27	Jean Bossango
PI24577	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	0	1.3	3482645	1	Terminé	Closed	Travaux de rehabilitation éclairage du nouveau bureau chef atelier TOD et bureau des assurances usine Koumassi	2024-10-02	
PI24578	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1927752	1.4	Lost	0	Terminé	Closed	Piece de rechange pour remplacemnt en cas de panne	2024-10-03	Jean Bossango
PI24579	SABC_Ndokoti	Boissons du Cameroun	Fourniture	6109505	1.4	Lost	0	Terminé	Closed	PDR POUR REMPLACEMENT VIBREUR DEFECTUEUX	2024-10-03	Jean Bossango
PI24580	SABC_Ndokoti	Boissons du Cameroun	Fourniture	5803952	1.4	Lost	0	Terminé	Closed	PR POUR OUTILLAGE COMMUN	2024-10-03	Jean Bossango
PI24581	SABC_Ndokoti	Boissons du Cameroun	Fourniture	191408	1.4	Lost	0	Terminé	Closed	POUR DEPANAGE DE LA BOUCLE DE MESURE DE LA TEMPERATURE 	2024-10-03	Jean Bossango
PI24582	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	6521850	1.25	3514879	1	Terminé	Closed	COMMANDE À DISTANCE DE LA POMPES INCENDIE THERMIQUE DANS LE CADRE DU CHANTIER FOUR 2	2024-10-03	Cecile TCHUIENCHE
PI24583	SABC_Garoua	Boissons du Cameroun	Fourniture_Pose	20737636	1.47	Lost	0	Terminé	Closed	MATERIELS ELECTRIQUES SUPPLEMENTAIRES PROJET MIGRATION FILTRATION GAROUA	2024-10-03	Rosine Kati
PI24584	SOCAVER	Societe Camerounaise des Verrieries	Fourniture_Pose	1960870	1.28	Lost	0	Terminé	Closed	RÉHABILITATION DES ASPIRATEURS DE PARTICULES (EXHAUSTEURS) À LA MPC DANS LE CADRE DU CHANTIER FOUR2	2024-10-03	Cecile TCHUIENCHE
PI24585	SABC_Garoua	Boissons du Cameroun	Fourniture_Pose	5491500	2.62	3539696	1	Terminé	Closed	Migration upgrade automatisme filtration Garoua 	2024-10-03	Rosine Kati
PI24586	SABC_Bafoussam	Boissons du Cameroun	Fourniture_Pose	5491500	2.62	3481885	1	Terminé	Closed	Migration upgrade automatisme filtration Bafoussam 	2024-10-03	Hassan FOUAPON KOUOTOU
PI24587	SABC_Garoua	Boissons du Cameroun	Fourniture	20737636	1.47	Lost	0	Terminé	Closed	MATERIELS ELECTRIQUES SUPPLEMENTAIRES PROJET MIGRATION ONEX/MULTIBLENDER GAROUA	2024-10-03	Rosine Kati
PI24588	SABC_Bafoussam	Boissons du Cameroun	Fourniture	20737636	1.47	Lost	0	Terminé	Closed	MATERIEL ELECTRIQUE SUPPLEMENTAIRE PROJET MIGRATION FILTRATION BAFOUSSAM 	2024-10-04	Hassan FOUAPON KOUOTOU
PI24589	DIXSTONE	Dixstone Operations Cameroun	Fourniture	1396368	1.8	Lost	0	Terminé	Closed	LINE THROWING DEVICE ROCKET	2024-10-04	Alex Amoutse
PI24590	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	3408400	1.33	Lost	0	Terminé	Closed	Hot Gaz JB Installation. 	2024-10-07	Benjamin N. Eteh
PI24591	HBO_Clients	HBO	Fourniture_Pose	32548506	1.7	Lost	0	Terminé	Closed	installation du chiller moulage masse (sic cacao)	2024-10-07	
PI24592	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	3733600	1.76	Lost	0	Terminé	Closed	CONSULTATION POUR OFFRE D'ASSAINISSEMENT ET INSTALLATION DES 04 PROJECTEURS DE 150W CHACUNS 	2024-10-08	Iris Dkouam
PI24593	SABC_Garoua	Boissons du Cameroun	Fourniture	8997363	1.4	Lost	0	Terminé	Closed	MATERIELS AUTOMATISMES SUPPLEMENTAIRES PROJET MIGRATION ONEX/MULTIBLENDER	2024-10-09	Rosine Kati
PI24594	SABC_Garoua	Boissons du Cameroun	Fourniture	4963960	1.4	Lost	0	Terminé	Closed	MATERIELS AUTOMATISMES SUPPLEMENTAIRES PROJET MIGRATION ONEX/MULTIBLENDER	2024-10-09	Rosine Kati
PI24595	SABC_Garoua	Boissons du Cameroun	Fourniture	4963960	1.4	Lost	0	Terminé	Closed	MATERIELS ELECTRIQUES SUPPLEMENTAIRES PROJET MIGRATION FILTRATION	2024-10-09	Rosine Kati
PI24596	SABC_Garoua	Boissons du Cameroun	Fourniture	7338511	1.4	Lost	0	Terminé	Closed	MATERIELS ELECTRIQUES SUPPLEMENTAIRES PROJET MIGRATION FILTRATION	2024-10-09	Rosine Kati
PI24597	SABC_Bafoussam	Boissons du Cameroun	Fourniture	7338511	1.4	Lost	0	Terminé	Closed	MATERIEL AUTOMATISME SUPPLEMENTAIRE PROJET MIGRATION FILTRATION BAFOUSSAM 	2024-10-11	Hassan FOUAPON KOUOTOU
PI24598	SABC_Koumassi	Boissons du Cameroun	Fourniture	136353	2	Lost	0	Terminé	Closed	FOURNITURE FILAMENT PLA NOIR POUR IMPRIMANT 3D CENTRE DE FORMATION(EX-BVS)	2024-10-11	Jean Bossango
PI24599	SABC_Koumassi	Boissons du Cameroun	Fourniture_Pose	1782500	1.25	Lost	0	Terminé	Closed	CONSULTATION POUR OFFRE D'ASSAINISSEMENT ET INSTALLATION DES 04 PROJECTEURS DE 150W CHACUNS DANS LA ZONE ANCIEN PALETTISEUR ET DEPALETTISSEUR CHAINE 4 ET CHAINE 5 	2024-10-14	Iris Dkouam
PI24600	SABC_Bafoussam	Boissons du Cameroun	Fourniture	
4,963,960 	1.4	Lost	0	Terminé	Closed	DEMANDE DE PRIX 3212564 / MATERIEL ELECTRIQUE SUPPLEMENTAIRE PROJET MIGRATION FILTRATION BAFOUSSAM 	2024-10-14	Hassan FOUAPON KOUOTOU
PI24601	BOCOM 	BOCOM PETROLEUM SA		22885832	1.46	Lost	0	Terminé	Closed	FOURNITURE DU MATRIEL ELECTRIQUE	2024-10-15	Valdyce Mbogoum
PI24602	SABC_Yaounde	Boissons du Cameroun	Fourniture	348488	1.4	Lost	0	Terminé	Closed	carte optionnelle de communication Profibus VW3A3307 - YAOUNDE	2024-10-21	Rosine Kati
PI24603	SABC_Koumassi	Boissons du Cameroun	Fourniture	2900000	1.45	Lost	0	Terminé	Closed	PROJET ENREGISTREMENT DONNEES HYGROMETRIE SALLE DES MACHINES DES USINES	2024-10-22	Rosine Kati
PI24604	SABC_Ndokoti	Boissons du Cameroun		14197898	1.4	Lost	0	Terminé	Closed	PDR POUR SECURITE DES CORPS METALIQUES	2024-10-23	Jean Bossango
PI24605	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1313399	1.5	Lost	0	Terminé	Closed	BALANCE POUR PESAGE DES ADITTIFS AU TRAITEMENT DES EAUX	2024-10-23	Jean Bossango
PI24606	DIXSTONE	Dixstone Operations Cameroun	Fourniture	12398515	1.5	Lost	0	Terminé	Closed	DOS/CAMEROUN ***MR-CM-STI-0173***  STIM Spares Parts	2024-10-23	Alex Amoutse
PI24607	SABC_Ndokoti	Boissons du Cameroun	Fourniture	1076016	1.45	Lost	0	Terminé	Closed	SUIVI GRAISSAGE DES CONVOYEURS DE L'USINE	2024-10-23	Jean Bossango
PI24608	SABC_Yaounde	Boissons du Cameroun	Fourniture	2036600	1.7	Lost	0	Terminé	Closed	Automate CPU REF: 6ES7516-3AN01-OABO 24VCC 0.85A	2024-10-24	Michel KAMGA DZETCHU 
PI24609	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	10178370	1.23	CM42009292	1	Terminé	Closed	DCC 2410 - 19 /Power Supply for AC splits units @HO - ELECTRICAL	2024-10-24	Iloga Gerard
PI24610	SABC_Garoua	Boissons du Cameroun	Fourniture	15438072	1.48	Lost	0	Terminé	Closed	REMPLACEMENT DES BATTERIES RBO INFORMATIQUE VETUSTES	2024-10-28	Jean Bossango
PI24611	SABC_Koumassi	Boissons du Cameroun		2558300	1.35	Lost	0	Terminé	Closed	CONSULTATION POUR INSTALLATION D'ECLAIRAGE DANS LA ZONE ANCIEN CHAINE 4 CHAINE 5 	2024-10-28	
PI24613	DIXSTONE	Dixstone Operations Cameroun	Fourniture	754000	1.48	Lost	0	Terminé	Closed	CYLINDER REFRIGERANT	2024-10-29	Alex Amoutse
PI24614	DANGOTE_Dla	DANGOTE CEMENT SA	Fourniture_Pose	4722800	1.3	Lost	0	Terminé	Closed	DCS PLC Annual Maintenance - INSTRUMENTATION	2024-10-29	Benjamin N. Eteh
PI24615	SABC_Koumassi	Boissons du Cameroun	Fourniture	950950	1.3	Lost	0	Terminé	Closed	REAPPROVISIONNEMENT CONSOMMABLES ET ACCESSOIRES ELECTRIQUES	2024-10-30	Jean Bossango
